1478195721.950116,0350,8,05,20,54,68,78,00,00,61,R
1478195721.950364,02c0,8,15,00,00,00,00,00,00,00,R
1478195721.950614,0370,8,00,20,00,00,00,00,00,00,R
1478195721.950856,043f,8,10,40,60,ff,7d,8c,09,00,R
1478195721.951097,0440,8,ff,00,00,00,ff,8c,09,00,R
1478195721.952177,04f0,8,00,00,00,80,00,67,d1,13,R
1478195721.952648,0316,8,05,21,24,0a,21,1e,00,6f,R
1478195721.952890,018f,8,fe,57,00,00,00,41,00,00,R
1478195721.953123,0260,8,18,21,21,30,08,8f,70,06,R
1478195721.953357,02a0,8,04,00,99,1d,97,02,bd,00,R
1478195721.953595,0329,8,40,b8,7f,14,11,20,00,14,R
1478195721.953831,0545,8,d8,55,00,8b,00,00,00,00,R
1478195721.955754,02b0,5,ff,7f,00,05,3e,R
1478195721.958482,0430,8,00,00,00,00,00,00,00,00,R
1478195721.958707,04b1,8,29,27,27,23,00,00,00,9a,R
1478195721.958957,01f1,8,08,00,00,00,00,00,00,00,R
1478195721.959194,0153,8,00,21,10,ff,00,ff,00,00,R
1478195721.959440,0002,8,00,00,00,00,00,01,0c,da,R
1478195721.959680,0350,8,05,20,64,68,78,00,00,51,R
1478195721.959930,0370,8,00,20,00,00,00,00,00,00,R
1478195721.960172,043f,8,10,40,60,ff,7d,8a,09,00,R
1478195721.960413,0130,8,0f,80,00,ff,0b,80,0c,85,R
1478195721.960649,0131,8,fb,7f,00,00,2d,7f,0c,9e,R
1478195721.960891,0140,8,00,00,00,00,0c,20,2c,6e,R
1478195721.961139,02c0,8,15,00,00,00,00,00,00,00,R
1478195721.961382,0440,8,ff,00,00,00,ff,8a,09,00,R
1478195721.962686,0316,8,05,21,24,0a,21,1e,00,6f,R
1478195721.962928,018f,8,fe,57,00,00,00,41,00,00,R
1478195721.963159,0260,8,18,21,21,30,08,8f,72,15,R
1478195721.963395,02a0,8,24,00,99,1d,97,02,bd,00,R
1478195721.963633,0329,8,40,b8,7f,14,11,20,00,14,R
1478195721.963874,0545,8,d8,00,00,8a,00,00,00,00,R
1478195721.965762,02b0,5,ff,7f,00,05,2f,R
1478195721.968457,0002,8,00,00,00,00,00,01,0d,c7,R
1478195721.968691,0153,8,00,21,10,ff,00,ff,00,00,R
1478195721.969415,0130,8,0b,80,00,ff,05,80,0d,f8,R
1478195721.969648,0131,8,f2,7f,00,00,41,7f,0d,56,R
1478195721.969886,0140,8,00,00,00,00,0e,25,2d,11,R
1478195721.970127,0350,8,05,20,74,68,78,00,00,41,R
1478195721.970377,02c0,8,15,00,00,00,00,00,00,00,R
1478195721.970626,0370,8,00,20,00,00,00,00,00,00,R
1478195721.970869,043f,8,10,40,60,ff,7d,88,09,00,R
1478195721.971112,0440,8,ff,00,00,00,ff,88,09,00,R
1478195721.971995,04f0,8,00,00,00,80,00,67,d1,13,R
1478195721.972820,0316,8,05,21,24,0a,21,1e,00,6f,R
1478195721.973061,018f,8,fe,57,00,00,00,41,00,00,R
1478195721.973293,0260,8,18,21,21,30,08,8f,72,26,R
1478195721.973528,02a0,8,44,00,99,1d,97,02,bd,00,R
1478195721.973766,0329,8,40,b8,7f,14,11,20,00,14,R
1478195721.974016,0545,8,d8,00,00,8b,00,00,00,00,R
1478195721.975770,02b0,5,ff,7f,00,05,d0,R
1478195721.978435,0430,8,00,00,00,00,00,00,00,00,R
1478195721.978667,04b1,8,29,27,27,23,00,00,00,9a,R
1478195721.978915,01f1,8,08,00,00,00,00,00,00,00,R
1478195721.979153,0153,8,00,21,10,ff,00,ff,00,00,R
1478195721.979401,0002,8,00,00,00,00,00,01,0e,e0,R
1478195721.979636,0350,8,05,20,84,68,78,00,00,b1,R
1478195721.979886,0370,8,00,20,00,00,00,00,00,00,R
1478195721.980126,043f,8,10,40,60,ff,7d,8c,09,00,R
1478195721.980376,02c0,8,15,00,00,00,00,00,00,00,R
1478195721.980621,0130,8,03,80,00,ff,14,80,0e,9a,R
1478195721.980852,0131,8,e0,7f,00,00,4d,7f,0e,78,R
1478195721.981093,0140,8,00,00,00,00,10,27,2e,bf,R
1478195721.981335,0440,8,ff,00,00,00,ff,8c,09,00,R
1478195721.982598,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195721.982839,018f,8,fe,57,00,00,00,41,00,00,R
1478195721.983070,0260,8,18,22,22,30,08,8f,73,34,R
1478195721.983306,02a0,8,64,00,99,1d,97,02,bd,00,R
1478195721.983544,0329,8,40,b8,7f,14,11,20,00,14,R
1478195721.983784,0545,8,d8,00,00,8a,00,00,00,00,R
1478195721.985781,02b0,5,ff,7f,00,05,c1,R
1478195721.988423,0002,8,00,00,00,00,00,01,0f,fd,R
1478195721.988661,0153,8,00,21,10,ff,00,ff,00,00,R
1478195721.989415,0130,8,ff,7f,00,ff,1b,80,0f,1a,R
1478195721.989649,0131,8,e9,7f,00,00,4c,7f,0f,65,R
1478195721.989889,0140,8,00,00,00,00,12,25,2f,39,R
1478195721.990124,0350,8,05,20,94,68,78,00,00,a1,R
1478195721.990375,02c0,8,15,00,00,00,00,00,00,00,R
1478195721.990624,0370,8,00,20,00,00,00,00,00,00,R
1478195721.990867,043f,8,10,40,60,ff,7d,8e,09,00,R
1478195721.991105,0440,8,ff,00,00,00,ff,8e,09,00,R
1478195721.992193,04f0,8,00,00,00,80,00,67,d1,13,R
1478195721.992623,0316,8,05,21,24,0a,21,1e,00,6f,R
1478195721.992866,018f,8,fe,57,00,00,00,41,00,00,R
1478195721.993097,0260,8,18,21,21,30,08,8f,72,04,R
1478195721.993332,02a0,8,04,00,99,1d,97,02,bd,00,R
1478195721.993569,0329,8,40,b8,7f,14,11,20,00,14,R
1478195721.993810,0545,8,d8,00,00,8a,00,00,00,00,R
1478195721.994333,05f0,2,00,00,R
1478195721.995784,02b0,5,ff,7f,00,05,f2,R
1478195721.998459,0430,8,00,00,00,00,00,00,00,00,R
1478195721.998688,04b1,8,29,27,27,23,00,00,00,9a,R
1478195721.998936,01f1,8,08,00,00,00,00,00,00,00,R
1478195721.999174,0153,8,00,21,10,ff,00,ff,00,00,R
1478195721.999425,0002,8,00,00,00,00,00,01,00,46,R
1478195721.999658,0350,8,05,20,a4,68,78,00,00,91,R
1478195721.999908,0370,8,00,20,00,00,00,00,00,00,R
1478195722.000151,043f,8,10,40,60,ff,7d,8a,09,00,R
1478195722.000401,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.000643,0130,8,03,80,00,ff,0e,80,00,2b,R
1478195722.000881,0131,8,12,80,00,00,48,7f,00,4d,R
1478195722.001122,0140,8,00,00,00,00,14,21,20,aa,R
1478195722.001364,0440,8,ff,00,00,00,ff,8a,09,00,R
1478195722.002638,0316,8,05,21,24,0a,21,1e,00,6f,R
1478195722.002881,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.003110,0260,8,18,21,21,30,08,8f,72,15,R
1478195722.003347,02a0,8,24,00,99,1d,97,02,bd,00,R
1478195722.003579,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.003818,0545,8,d8,55,00,8c,00,00,00,00,R
1478195722.005795,02b0,5,ff,7f,00,05,e3,R
1478195722.008443,0002,8,00,00,00,00,00,01,01,5b,R
1478195722.008680,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.009406,0130,8,0b,80,00,ff,fb,7f,01,a4,R
1478195722.009646,0131,8,20,80,00,00,48,7f,01,3c,R
1478195722.009889,0140,8,00,00,00,00,16,00,21,8d,R
1478195722.010127,0350,8,05,20,b4,68,78,00,00,81,R
1478195722.010377,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.010627,0370,8,00,20,00,00,00,00,00,00,R
1478195722.010867,043f,8,10,40,60,ff,7d,87,09,00,R
1478195722.011104,0440,8,ff,00,00,00,ff,87,09,00,R
1478195722.011953,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.012579,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.012820,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.013052,0260,8,18,22,22,30,08,8f,71,25,R
1478195722.013287,02a0,8,44,00,99,1d,97,02,bd,00,R
1478195722.013519,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.013762,0545,8,d8,00,00,8b,00,00,00,00,R
1478195722.015802,02b0,5,ff,7f,00,05,94,R
1478195722.018466,0430,8,00,00,00,00,00,00,00,00,R
1478195722.018695,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.018943,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.019181,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.019428,0002,8,00,00,00,00,00,02,02,a8,R
1478195722.019666,00a0,8,58,82,24,0a,00,1f,02,00,R
1478195722.019906,00a1,8,7e,8a,00,00,22,00,00,00,R
1478195722.020140,0350,8,05,20,c4,68,78,00,00,f1,R
1478195722.020390,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.020633,0130,8,11,80,00,ff,fc,7f,02,d8,R
1478195722.020874,0131,8,12,80,00,00,46,7f,02,7e,R
1478195722.021117,0140,8,00,00,00,00,02,20,22,c1,R
1478195722.021367,0370,8,00,20,00,00,00,00,00,00,R
1478195722.021609,043f,8,10,40,60,ff,7d,85,09,00,R
1478195722.021850,0440,8,ff,00,00,00,ff,85,09,00,R
1478195722.022098,0690,8,00,00,01,00,a0,02,00,00,R
1478195722.022577,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.022818,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.023049,0260,8,18,22,22,30,08,8f,72,35,R
1478195722.023285,02a0,8,64,00,99,1d,97,02,bd,00,R
1478195722.023517,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.023758,0545,8,d8,00,00,8a,00,00,00,00,R
1478195722.025808,02b0,5,ff,7f,00,05,85,R
1478195722.028450,0002,8,00,00,00,00,00,02,03,b5,R
1478195722.028687,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.029408,0130,8,10,80,00,ff,13,80,03,cf,R
1478195722.029648,0131,8,00,80,00,00,40,7f,03,65,R
1478195722.029894,0140,8,00,00,00,00,04,00,23,ac,R
1478195722.030129,0350,8,05,20,d4,68,78,00,00,e1,R
1478195722.030379,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.030628,0370,8,00,20,00,00,00,00,00,00,R
1478195722.030868,043f,8,10,40,60,ff,7d,87,09,00,R
1478195722.031106,0440,8,ff,00,00,00,ff,87,09,00,R
1478195722.032001,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.032583,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.032820,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.033052,0260,8,18,22,22,30,08,8f,71,03,R
1478195722.033286,02a0,8,04,00,99,1d,97,02,bd,00,R
1478195722.033518,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.033759,0545,8,d8,00,00,8a,00,00,00,00,R
1478195722.035814,02b0,5,ff,7f,00,05,b6,R
1478195722.038481,0430,8,00,00,00,00,00,00,00,00,R
1478195722.038711,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.038959,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.039198,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.039444,0002,8,00,00,00,00,00,03,04,aa,R
1478195722.039678,0350,8,05,20,e4,68,78,00,00,d1,R
1478195722.039928,0370,8,00,20,00,00,00,00,00,00,R
1478195722.040168,043f,8,10,40,60,ff,7d,88,09,00,R
1478195722.040418,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.040660,0130,8,13,80,00,ff,20,80,04,df,R
1478195722.040904,0131,8,0e,80,00,00,38,7f,04,73,R
1478195722.041143,0140,8,00,00,00,00,02,13,24,9a,R
1478195722.041388,0440,8,ff,00,00,00,ff,88,09,00,R
1478195722.042703,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.042944,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.043174,0260,8,18,22,21,30,08,8f,71,15,R
1478195722.043411,02a0,8,24,00,99,1d,97,02,bd,00,R
1478195722.043643,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.043885,0545,8,d8,00,00,8b,00,00,00,00,R
1478195722.044334,05f0,2,00,00,R
1478195722.045825,02b0,5,ff,7f,00,05,a7,R
1478195722.048464,0002,8,00,00,00,00,00,03,05,b7,R
1478195722.048700,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.049413,0130,8,17,80,00,ff,18,80,05,8f,R
1478195722.049652,0131,8,12,80,00,00,36,7f,05,65,R
1478195722.049896,0140,8,00,00,00,00,04,03,25,36,R
1478195722.050146,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.050386,0350,8,05,20,f4,68,78,00,00,c1,R
1478195722.050637,0370,8,00,20,00,00,00,00,00,00,R
1478195722.050877,043f,8,10,40,60,ff,7d,88,09,00,R
1478195722.051121,0440,8,ff,00,00,00,ff,88,09,00,R
1478195722.052123,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.052625,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.052867,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.053099,0260,8,18,22,22,30,08,8f,73,23,R
1478195722.053334,02a0,8,44,00,99,1d,97,02,bd,00,R
1478195722.053566,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.053803,0545,8,d8,55,00,8b,00,00,00,00,R
1478195722.055832,02b0,5,ff,7f,00,05,58,R
1478195722.058449,0430,8,00,00,00,00,00,00,00,00,R
1478195722.058681,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.058929,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.059167,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.059414,0002,8,00,00,00,00,00,03,06,90,R
1478195722.059652,0350,8,05,20,04,68,78,00,00,31,R
1478195722.059902,0370,8,00,20,00,00,00,00,00,00,R
1478195722.060144,043f,8,10,40,60,ff,7d,86,09,00,R
1478195722.060394,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.060635,0130,8,18,80,00,ff,0f,80,06,66,R
1478195722.060878,0131,8,00,80,00,00,3a,7f,06,4b,R
1478195722.061117,0140,8,00,00,00,00,06,33,26,d3,R
1478195722.061360,0440,8,ff,00,00,00,ff,86,09,00,R
1478195722.062529,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.062770,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.063003,0260,8,18,22,22,30,08,8f,73,34,R
1478195722.063238,02a0,8,64,00,99,1d,97,02,bd,00,R
1478195722.063471,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.063710,0545,8,d8,00,00,8a,00,00,00,00,R
1478195722.065834,02b0,5,ff,7f,00,05,49,R
1478195722.068430,0002,8,00,00,00,00,00,03,07,8d,R
1478195722.068669,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.069409,0130,8,18,80,00,ff,18,80,07,e9,R
1478195722.069650,0131,8,00,80,00,00,40,7f,07,11,R
1478195722.069893,0140,8,00,00,00,00,08,22,27,3f,R
1478195722.070144,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.070377,0350,8,05,20,14,68,77,00,00,2e,R
1478195722.070626,0370,8,00,20,00,00,00,00,00,00,R
1478195722.070869,043f,8,10,40,60,ff,7d,86,09,00,R
1478195722.071111,0440,8,ff,00,00,00,ff,86,09,00,R
1478195722.072018,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.072539,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.072781,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.073014,0260,8,18,22,22,30,08,8f,73,01,R
1478195722.073247,02a0,8,04,00,99,1d,97,02,bd,00,R
1478195722.073479,0329,8,86,b8,7f,14,11,20,00,14,R
1478195722.073720,0545,8,d8,00,00,8a,00,00,00,00,R
1478195722.075844,02b0,5,ff,7f,00,05,7a,R
1478195722.078451,0430,8,00,00,00,00,00,00,00,00,R
1478195722.078681,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.078930,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.079168,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.079414,0002,8,00,00,00,00,00,03,08,36,R
1478195722.079652,0350,8,05,20,24,68,78,00,00,11,R
1478195722.079903,0370,8,00,20,00,00,00,00,00,00,R
1478195722.080144,043f,8,10,40,60,ff,7d,89,09,00,R
1478195722.080393,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.080633,0130,8,17,80,00,ff,1f,80,08,84,R
1478195722.080872,0131,8,fb,7f,00,00,46,7f,08,3a,R
1478195722.081110,0140,8,00,00,00,00,0a,21,28,53,R
1478195722.081350,0440,8,ff,00,00,00,ff,89,09,00,R
1478195722.082580,0316,8,05,22,24,0a,22,1e,00,6f,R
1478195722.082821,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.083053,0260,8,18,22,22,30,08,8f,73,12,R
1478195722.083289,02a0,8,24,00,99,1d,97,02,bd,00,R
1478195722.083521,0329,8,dc,b8,7f,14,11,20,00,14,R
1478195722.083768,0545,8,d8,00,00,8a,00,00,00,00,R
1478195722.085854,02b0,5,ff,7f,00,05,6b,R
1478195722.088433,0002,8,00,00,00,00,00,03,09,2b,R
1478195722.088669,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.089406,0130,8,16,80,00,ff,14,80,09,44,R
1478195722.089641,0131,8,fb,7f,00,00,4b,7f,09,a2,R
1478195722.089879,0140,8,00,00,00,00,0c,23,29,d3,R
1478195722.090129,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.090368,0350,8,05,20,34,68,78,00,00,01,R
1478195722.090619,0370,8,00,20,00,00,00,00,00,00,R
1478195722.090863,043f,8,10,40,60,ff,7d,8a,09,00,R
1478195722.091103,0440,8,ff,00,00,00,ff,8a,09,00,R
1478195722.092101,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.092688,0316,8,05,22,30,0a,22,1e,00,6f,R
1478195722.092930,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.093162,0260,8,18,22,22,30,08,8f,73,23,R
1478195722.093397,02a0,8,44,00,99,1d,97,02,bd,00,R
1478195722.093629,0329,8,dc,b8,7f,14,11,20,00,14,R
1478195722.093868,0545,8,d8,54,00,8a,00,00,00,00,R
1478195722.094334,05f0,2,00,00,R
1478195722.095857,02b0,5,ff,7f,00,05,1c,R
1478195722.098444,0430,8,00,00,00,00,00,00,00,00,R
1478195722.098677,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.098925,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.099163,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.099410,0002,8,00,00,00,00,00,03,0a,0c,R
1478195722.099646,0350,8,05,20,44,68,78,00,00,71,R
1478195722.099898,0370,8,00,20,00,00,00,00,00,00,R
1478195722.100147,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.100385,043f,8,10,40,60,ff,7d,87,09,00,R
1478195722.100628,0130,8,12,80,00,ff,02,80,0a,17,R
1478195722.100865,0131,8,f2,7f,00,00,56,7f,0a,97,R
1478195722.101102,0140,8,00,00,00,00,0e,22,2a,bb,R
1478195722.101340,0440,8,ff,00,00,00,ff,87,09,00,R
1478195722.102493,0316,8,05,21,30,0a,21,1e,00,6f,R
1478195722.102734,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.102965,0260,8,18,21,21,30,08,8f,71,38,R
1478195722.103202,02a0,8,64,00,99,1d,97,02,bd,00,R
1478195722.103433,0329,8,dc,b8,7f,14,11,20,00,14,R
1478195722.103676,0545,8,d8,00,00,8b,00,00,00,00,R
1478195722.105867,02b0,5,ff,7f,00,05,0d,R
1478195722.108431,0002,8,00,00,00,00,00,03,0b,11,R
1478195722.108668,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.109421,0130,8,0e,80,00,ff,07,80,0b,81,R
1478195722.109654,0131,8,ee,7f,00,00,5c,7f,0b,87,R
1478195722.109899,0140,8,00,00,00,00,10,28,2b,75,R
1478195722.110150,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.110385,0350,8,05,20,54,68,78,00,00,61,R
1478195722.110634,0370,8,00,20,00,00,00,00,00,00,R
1478195722.110877,043f,8,10,40,60,ff,7d,85,09,00,R
1478195722.111116,0440,8,ff,00,00,00,ff,85,09,00,R
1478195722.111954,04f0,8,00,00,00,80,00,67,d1,13,R
1478195722.112502,0316,8,05,21,30,0a,21,1e,00,6f,R
1478195722.112744,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.112978,0260,8,18,21,21,30,08,8f,71,05,R
1478195722.113212,02a0,8,04,00,99,1d,97,02,bd,00,R
1478195722.113445,0329,8,dc,b8,7f,14,11,20,00,14,R
1478195722.113687,0545,8,d8,00,00,8b,00,00,00,00,R
1478195722.115878,02b0,5,ff,7f,00,05,3e,R
1478195722.118447,0430,8,00,00,00,00,00,00,00,00,R
1478195722.118677,04b1,8,29,27,27,23,00,00,00,9a,R
1478195722.118925,01f1,8,08,00,00,00,00,00,00,00,R
1478195722.119162,0153,8,00,21,10,ff,00,ff,00,00,R
1478195722.119407,0002,8,00,00,00,00,00,03,0c,42,R
1478195722.119646,00a0,8,58,82,30,0a,00,1f,02,00,R
1478195722.119886,00a1,8,7e,8a,00,00,22,00,00,00,R
1478195722.120136,02c0,8,15,00,00,00,00,00,00,00,R
1478195722.120375,0350,8,05,20,64,68,78,00,00,51,R
1478195722.120613,0130,8,0e,80,00,ff,24,80,0c,6e,R
1478195722.120851,0131,8,00,80,00,00,56,7f,0c,c3,R
1478195722.121092,0140,8,00,00,00,00,12,33,2c,1f,R
1478195722.121342,0370,8,00,20,00,00,00,00,00,00,R
1478195722.121583,043f,8,10,40,60,ff,7d,89,09,00,R
1478195722.121822,0440,8,ff,00,00,00,ff,89,09,00,R
1478195722.122070,0690,8,00,00,01,00,a0,02,00,00,R
1478195722.122549,0316,8,05,21,30,0a,21,1e,00,6f,R
1478195722.122790,018f,8,fe,57,00,00,00,41,00,00,R
1478195722.123023,0260,8,18,21,21,30,08,8f,71,16,R
1478195722.123260,02a0,8,24,00,99,1d,97,02,bd,00,R
1478195722.123492,0329,8,dc,b8,7f,14,11,20,00,14,R
